-0.265625,-1.5625,-0.15625,-1.390625,-0.390625,-0.078125,downstairs
-0.25,-1.4375,-0.171875,-1.453125,0.0625,-0.59375,downstairs
-0.171875,-0.890625,-0.015625,-1.0625,-0.5,-0.28125,downstairs
-1.484375,1.140625,-0.0625,0.234375,0.75,-0.390625,jogging
-0.671875,1.015625,0.109375,-3.328125,0.484375,0.75,jogging
-0.234375,-1.21875,-0.015625,-1.109375,-0.5,-0.1875,upstairs
-0.3125,-0.765625,0.390625,-2.0625,-0.046875,-0.0625,jogging
-0.6875,0.46875,0.078125,-0.78125,-0.796875,0.203125,jogging
-1.765625,-0.09375,0.109375,-0.953125,-0.59375,-0.296875,jogging
-0.390625,-1.125,0.109375,-0.484375,0.296875,-0.296875,downstairs
-0.578125,0.59375,-0.046875,-0.890625,-0.734375,-0.8125,jogging
-0.1875,-1.15625,0.03125,-0.921875,-0.34375,-0.109375,upstairs
-0.578125,0.71875,0.09375,-0.71875,-0.21875,-1.25,jogging
-1.015625,-0.75,0.359375,-1.859375,0.0,-0.125,jogging
-0.15625,-1.421875,0.015625,-0.1875,-1.03125,-1.125,upstairs
-0.28125,-0.96875,0.09375,-0.328125,-0.0625,-0.390625,upstairs
-0.96875,0.8125,0.1875,0.078125,1.09375,0.296875,jogging
-0.578125,0.65625,0.203125,-0.84375,-0.203125,-0.171875,jogging
-0.984375,0.171875,-0.03125,-0.390625,-1.1875,-0.328125,jogging
-0.265625,-1.96875,-0.25,-2.15625,-0.609375,-0.484375,downstairs
-2.390625,0.75,-0.375,-0.15625,0.3125,0.359375,jogging
-0.109375,-1.265625,0.03125,-1.25,0.5,0.125,upstairs
-0.390625,-1.09375,-0.46875,-0.21875,-0.265625,-0.265625,jogging
-0.765625,-0.515625,0.25,-1.859375,0.375,-0.359375,jogging
-1.375,-0.109375,0.390625,-1.109375,-0.28125,-0.546875,jogging
-0.453125,-1.09375,-0.15625,-0.703125,0.109375,0.125,downstairs
-0.21875,-0.84375,0.0,-0.9375,-0.1875,-0.109375,upstairs
-0.4375,-0.75,0.09375,-0.328125,-0.6875,-0.453125,jogging
-0.265625,-0.84375,0.0625,-0.5,-0.015625,-0.390625,upstairs
-1.015625,-1.203125,0.46875,-0.640625,0.28125,0.21875,downstairs
-0.5,-0.96875,0.265625,-0.5,-0.609375,-0.09375,upstairs
0.03125,-1.125,0.21875,-1.421875,-0.28125,-0.109375,upstairs
-1.140625,1.375,-0.65625,-1.375,-0.328125,-0.203125,jogging
0.078125,-0.875,0.359375,-0.4375,0.640625,0.078125,downstairs
-0.25,-1.5625,-0.109375,-1.5625,0.21875,-0.1875,upstairs
-0.21875,0.828125,0.1875,-0.375,-0.484375,-0.4375,jogging
-1.640625,0.296875,-0.125,0.3125,0.609375,-0.265625,jogging
-0.328125,-1.125,0.28125,-0.328125,-0.15625,-0.34375,upstairs
0.140625,-1.578125,-0.140625,-1.5625,-0.703125,-0.21875,downstairs
-2.046875,1.703125,-0.125,-1.171875,-0.625,0.21875,jogging
-0.328125,-1.421875,0.109375,-0.1875,-0.515625,-1.671875,upstairs
-0.640625,-0.921875,0.015625,-0.34375,-0.390625,-0.328125,jogging
-0.5,-1.125,0.28125,-1.421875,-0.671875,-0.078125,upstairs
-0.171875,-1.390625,0.0,-1.390625,-0.78125,0.0,upstairs
-0.359375,-0.640625,0.0,-1.328125,0.46875,0.359375,jogging
-0.671875,-0.828125,0.34375,-2.390625,0.21875,-0.140625,jogging
-1.828125,1.28125,-0.828125,-1.0,0.390625,-0.015625,jogging
-0.6875,-1.140625,0.21875,-0.234375,-0.125,-0.765625,downstairs
-0.171875,-1.125,0.0,-1.46875,-0.71875,0.109375,upstairs
-0.25,-1.015625,0.21875,-1.3125,0.109375,-0.65625,downstairs
-0.53125,0.84375,0.0625,-1.0,-0.78125,-0.671875,jogging
0.140625,-0.65625,-0.1875,0.21875,0.234375,0.046875,downstairs
-2.421875,0.3125,0.25,-0.546875,-0.3125,0.109375,jogging
-0.6875,1.109375,-0.328125,-0.734375,-0.515625,0.890625,jogging
-0.15625,0.828125,0.0625,-0.125,-0.25,0.078125,jogging
-0.625,0.75,0.0625,-0.421875,0.9375,0.234375,jogging
-0.109375,0.765625,0.109375,0.15625,0.09375,0.65625,jogging
-0.234375,1.0625,0.046875,-0.515625,-0.0625,1.296875,jogging
-1.109375,-0.21875,-0.296875,-1.515625,-0.109375,-0.578125,jogging
-0.140625,-0.71875,-0.078125,-0.8125,0.109375,-0.0625,upstairs
-0.21875,-0.96875,-0.15625,-0.6875,-0.28125,0.0625,jogging
-0.125,-0.796875,-0.140625,-0.875,-0.09375,-0.171875,downstairs
-0.171875,-1.328125,-0.078125,-1.5,-0.640625,-0.0625,upstairs
-0.515625,-0.890625,0.03125,-0.1875,-0.375,-0.046875,upstairs
-0.453125,-1.140625,0.15625,-0.640625,-0.359375,-1.34375,upstairs
-0.28125,-0.84375,0.125,-1.234375,0.375,0.625,jogging
-0.328125,-0.6875,-0.046875,-0.578125,0.15625,0.5625,downstairs
-0.25,-1.0625,0.5,-0.8125,-0.109375,-0.453125,downstairs
-2.84375,-0.078125,-0.265625,-0.078125,0.0,0.125,jogging
-0.328125,-1.046875,0.203125,-0.703125,-0.15625,0.046875,upstairs
-2.15625,0.109375,0.171875,-0.5,-0.265625,-0.078125,jogging
-0.625,-0.703125,0.46875,-2.25,0.0625,-0.296875,jogging
-0.078125,-1.203125,0.0625,-1.609375,-0.078125,-0.4375,upstairs
-0.34375,-1.40625,-0.0625,-1.59375,-0.203125,0.203125,upstairs
-1.0625,1.09375,-0.140625,-0.9375,-1.015625,0.25,jogging
-0.328125,-1.765625,0.171875,-1.0,-0.265625,0.53125,upstairs
-1.53125,1.140625,-0.4375,-1.296875,0.078125,0.671875,jogging
-1.03125,0.71875,-0.015625,-2.234375,-1.09375,-0.5625,jogging
-0.140625,-1.046875,0.03125,-1.21875,-0.34375,0.1875,upstairs
-0.21875,-0.84375,0.0,-0.90625,-0.125,-0.09375,upstairs
-0.109375,-0.9375,0.53125,-2.328125,0.0625,-0.171875,jogging
-3.03125,0.75,-0.15625,-0.28125,0.1875,0.125,jogging
-0.125,-0.515625,0.15625,-0.265625,-0.15625,-0.140625,upstairs
-0.359375,-0.921875,0.125,-1.109375,0.546875,0.703125,jogging
-0.5625,-0.859375,0.328125,-0.8125,0.765625,0.3125,jogging
0.375,-1.203125,-0.21875,-1.140625,-0.03125,0.03125,downstairs
-0.53125,-1.15625,0.109375,-1.359375,-0.203125,-1.609375,upstairs
-0.5625,-1.265625,0.328125,0.078125,0.25,-0.1875,downstairs
-0.484375,-1.296875,0.0625,-0.515625,0.546875,-0.109375,upstairs
-0.65625,-1.9375,-0.046875,-0.921875,-0.0625,-0.484375,downstairs
-0.140625,-1.140625,0.15625,-0.828125,0.078125,0.265625,jogging
-0.4375,-1.515625,0.109375,-2.25,-0.46875,-1.9375,upstairs
-0.3125,-0.71875,0.265625,-1.015625,0.140625,-0.328125,downstairs
-0.53125,-0.4375,0.359375,-0.234375,0.015625,-0.328125,downstairs
-2.015625,1.109375,-0.5,0.21875,0.875,0.59375,jogging
0.1875,-1.375,0.0,-1.515625,0.03125,-0.296875,upstairs
-0.015625,-1.03125,0.484375,-3.3125,-1.078125,-0.3125,jogging
-0.203125,-1.015625,-0.109375,-0.734375,0.078125,-0.28125,upstairs
-0.4375,-0.890625,0.03125,-0.25,-0.328125,-0.53125,jogging
-0.328125,-1.140625,0.0,-0.890625,0.359375,-0.171875,downstairs
-0.421875,0.578125,-0.109375,-4.75,-1.15625,0.296875,jogging
-0.421875,-1.234375,0.03125,0.203125,0.390625,-0.5625,upstairs
-2.453125,0.40625,-0.140625,-0.90625,0.1875,-0.109375,jogging
-0.140625,-1.25,-0.09375,-1.078125,-0.046875,-0.25,upstairs
-0.203125,-0.75,0.125,-0.4375,0.140625,-0.328125,upstairs
-0.3125,-0.984375,0.078125,-0.25,-0.125,-0.234375,upstairs
-0.078125,0.6875,0.125,0.171875,0.59375,0.796875,jogging
-0.15625,-0.96875,0.28125,-0.5,0.484375,-0.359375,downstairs
-1.9375,0.890625,-0.0625,-0.71875,-0.484375,-0.1875,jogging
-2.375,0.9375,-0.390625,-0.875,-0.484375,-0.03125,jogging
-0.359375,-1.234375,0.015625,-1.5625,-0.796875,-0.140625,upstairs
-0.234375,-1.1875,0.0,-1.609375,0.84375,-0.0625,upstairs
-0.578125,-0.84375,0.296875,-2.1875,0.234375,-0.21875,jogging
-0.21875,-0.921875,0.109375,-0.96875,-0.015625,0.171875,upstairs
-0.078125,-1.3125,0.0,-0.890625,-0.53125,-0.46875,upstairs
0.015625,1.0,0.03125,-0.15625,-0.421875,1.109375,jogging
-0.21875,1.078125,-0.1875,-0.90625,-1.265625,2.734375,jogging
-1.65625,1.578125,-0.0625,-1.046875,0.0,0.015625,jogging
-0.265625,-1.015625,0.09375,-0.015625,-0.140625,-0.46875,upstairs
